source,job_label,title,company,industry,location,skills,experience,employment_type,salary,deadline,url,crawled_at,description
원티드,데이터분석가,[쿠팡] 카탈로그 Taxonomy 및 데이터 분석 PM,쿠팡,,서울 송파구,"SQL, 통계, Python",7,정규직,,2026-06-26,https://www.wanted.co.kr/wd/361876,2026-06-12 09:30,"고객 행동을 바탕으로 가설을 도출하고 프로세스를 개선하는 등 카탈로그 향상을 위한 아이디어 추진
업계의 taxonomy 모범/혁신 사례 연구 및 적용
Taxonomy 관련 의사 결정을 위한 기준 생성, 구현 및 유지 관리
쿠팡 내 검색 추천 팀 등 유관팀들과 협업하여 고객 행동에 대한 이해도를 증진하고  Taxonomy 개선
프로덕트 팀과 협업하여 개선 사항을 구현
다양한 Taxonomy 이니셔티브 전반에 걸쳐 효율적으로 멀티태스킹을 수행하고, 강력한 QA 프로세스를 통해 AI 결과물을 검증
기술 및 비기술 조직 간의 명확하고 효과적인 커뮤니케이션을 주도하여 실행 가능한 인사이트 도출 수백만 명의 사용자를 보유한 프로덕트 조직에서 변화를 주도하고 가치를 창출한 경험이 있으신 분
정량 분야 학사 학위 (예: 통계, 데이터 과학) 또는 이에 상응하는 경력을 보유하신 분
이커머스/ 상품 및 분석/ 데이터 과학 분야에서 최소 5년 이상 업무 경력이 있으신 분
상품 분석 분야에서 최소 3년 이상의 경력을 보유하며, 인사이트 도출부터 가설 수립 및 실제 구현 등을 통해 고위 이해관계자에게 영향을 미친 경험이 있으신 분
데이터 분석 및 AI 툴 활용을 위한 SQL 및 Python 역량을 보유하신 분
원활한 커뮤니케이션 및 타 부서와의 협업 능력을 갖추고, 철저한 QA 테스트에 대한 안목이 있으신 분
비즈니스 영어가 가능하신 분
영문이력서 제출 정량 분야 석사 또는 박사 학위(예: 통계, 데이터 과학)를 소지하신 분
카탈로그 분야 경험이 있으신 분
이커머스, 온라인 마켓플레이스 또는 수백만 명의 고객에게 디지털 프로덕트를 제공하는 비즈니스 경험이 있으신 분"
원티드,데이터분석가,"Data Scientist, Product Analytics",히든스카우트(헤드헌팅),,서울 강남구,"실험 설계, 통계",6,정규직,,상시채용,https://www.wanted.co.kr/wd/361354,2026-06-12 09:30,"광고 크리에이티브 성과 분석 및 전략 수립
Product 및 Engineering 조직과의 협업을 통한 제품 로드맵 수립 지원
데이터 기반 실험 설계 및 성과 측정 체계 구축
광고 성과 및 사용자 행동 데이터 분석
Creative feature 및 전략 성과 분석
KPI 정의 및 운영 체계 구축
장기적인 데이터 분석 프레임워크 설계
광고 최적화 및 사용자 반응 분석
모니터링 및 진단 시스템 구축
데이터 기반 의사결정 및 인사이트 도출 통계학, 컴퓨터공학, 경제학, 물리학 등 정량 기반 학문 전공자 또는 이에 준하는 경험 보유자
Data Science, Product Analytics 또는 유관 분야 경력 8년 이상 보유자
Product 및 Engineering 조직과의 협업 경험 보유자
데이터 기반 제품 전략 수립 경험 보유자
복잡한 문제를 주도적으로 정의하고 해결한 경험 보유자
글로벌 조직 및 협업 환경에서의 커뮤니케이션 역량 보유자
영어 커뮤니케이션 가능자
데이터 기반 실험 설계 및 분석 경험 보유자 석사 또는 박사 학위 보유자
광고 플랫폼(Ad Tech) 또는 마케팅 데이터 분석 경험 보유자
Creative Analytics 경험 보유자
머신러닝 조직과의 협업 경험 보유자
광고 최적화 및 퍼포먼스 분석 경험 보유자
SQL, 데이터 분석 및 모델링 역량 우수자
기술 및 비기술 조직 대상 커뮤니케이션 역량 우수자"
원티드,데이터분석가,투자 서비스 전략 담당자,빗썸,,서울 강남구,"SQL, Python",3,정규직,,상시채용,https://www.wanted.co.kr/wd/361174,2026-06-12 09:30,"• Crypto 신규 투자 서비스 전략 수립 및 개발
• AI 기반 투자 서비스 전략 수립 및 개발
• 유저 중심의 특화 서비스 발굴/기획
• 서비스 성과 분석 및 지속적 개선 • Python 기반 데이터 처리부터 분석, 모델링 경험이 풍부하신 분
• SQL 쿼리 기반 데이터 추출에 능숙하신 분
• 데이터에 기반한 논리적인 커뮤니케이션 스킬을 보유하신 분(가설, 증명, 활용)
• 비즈니스 분석 및 데이터 해석 능력을 보유하신 분
• 다양한 부서와의 커뮤니케이션 및 협업 역량을 보유하신 분 • AI 기반 프로젝트 및 제품을 런칭해본 경험이 있으신 분
• 금융 상품 투자 서비스 런칭 경험이 있으신 분
• 퀀트 매매, 전략 백테스트 경험이 있으신 분
• 가상자산 시장에 대한 이해도 높으신 분
• 도전적인 마인드를 가지고 동료와의 협업을 즐거워하시는 분"
원티드,데이터분석가,Senior Data Analyst [데이터 분석],글로벌바이오리서치,,서울 중구,"SQL, 통계, Python",3,정규직,,2026-08-13,https://www.wanted.co.kr/wd/361111,2026-06-12 09:30,"SQL 기반 기술 시장성 평가 데이터 분석  
리서치 기반 데이터 구조화 및 분석용 데이터셋 구축
데이터 정확성 적합성 검증, 이상 데이터 피드백 제공
DB 검수 및 쿼리 기반 데이터 정합성 검증 및 분석 IT 분야 데이터 분석 실무 프로세스 경험
컴퓨터 과학•통계학 등 관련 전공 학사 이상 학위 
SQL 기반 고급 데이터 분석 역량 보유
Python 활용 데이터 분석, 시각화 경험 SQL 및 Python 기반 데이터 분석 3년 이상
데이터 분석 리드 실무 경험 2년 이상
데이터 검증, 인사이트 도출 경험 우대
R 기반 통계 분석 경험 우대"
원티드,데이터분석가,Business Operations Analyst (COO Office),윌로그,,서울 강남구,,0,정규직,,2026-07-26,https://www.wanted.co.kr/wd/361073,2026-06-12 09:30,"[경영 지표 관리 & 리포팅]
•영업 실적, 월별·분기별 결산, 주요 KPI 등 핵심 경영 지표 취합·검증·관리
•KPI 대시보드 및 정기 리포트 작성 (COO 보고용 포함)
•데이터 수집 일정 및 제출 프로세스 운영, 부서별 마감 일정 관리
•데이터 누락 및 오류 발생 시 관련 부서 커뮤니케이션 및 이슈 해결

[COO Office 운영 & 전사 협업]
•운영, 재무, 영업, 프로덕트 등 전사 조직과의 Cross-functional 협업
•COO 의사결정 지원을 위한 자료 작성 및 회의 운영 지원
•전사 프로젝트 및 TF 운영 지원, 진행 현황 관리 및 Follow-up
•이사회, 주주총회 등 주요 회의체 자료 준비 및 운영 지원

[투자 및 전략 프로젝트 지원]
•투자사 보고 자료 및 IR 관련 실무 지원
•투자사 요청 자료 취합 및 데이터룸 운영 지원
•경영 계획 및 전략 프로젝트 관련 리서치·데이터 분석 수행
•투자, 전략, 사업 운영 관련 프로젝트 참여 및 실행 지원

[합류 시 얻게되는 경험]
•COO와의 긴밀한 협업을 통한 전사 운영 구조 이해
•경영 지표 관리부터 투자·전략 프로젝트까지 폭넓은 업무 경험
•빠르게 성장하는 글로벌 스타트업의 의사결정 과정 경험
•Business Operations, Strategy, Chief of Staff, 경영기획 등으로의 커리어 확장 기회 •인턴 경험 또는 신입 ~ 경력 5년 이하
-6개월 이상 근무 가능자 (졸업 예정자 포함)
-경력직 : 유관 업무 경험 보유자 우대
•Excel / Google Sheets 활용 역량 보유
(피벗테이블, 함수, 데이터 정리 수준 이상)
•숫자와 데이터를 정확하게 다루는 꼼꼼함
•다양한 부서 및 이해관계자와의 원활한 커뮤니케이션 역량
•일정 및 프로세스 관리 능력
•높은 책임감과 자기주도성
•빠른 학습 능력 및 성장 의지 •경영기획/ 사업기획/ 전략기획/ 운영기획/ 재무/ IR 관련 경험
•스타트업 또는 빠르게 성장하는 조직 근무 경험
•SQL/ Python/ Tableau 등 데이터 분석 도구 활용 경험
•경영진 보고 자료 또는 IR 자료 작성 경험
•영어 커뮤니케이션 역량
•경영학·산업공학·통계학·수학 등 관련 전공"
원티드,데이터분석가,Industrial AI Solution Director,오엔제이,,서울 강남구,,10,정규직,,상시채용,https://www.wanted.co.kr/wd/360828,2026-06-12 09:30,"• WIS/WVS/WTS 제품별 실행 로드맵을 수립하고 우선순위를 관리합니다.
• 고객 요구사항을 제품 요구사항, 개발 과제, 검증 기준, 산출물로 구체화합니다.
• PoC, 파일럿, 상용화 단계별 제품 범위와 실행 계획을 정의합니다.
• 현장 프로젝트에서 반복적으로 발생하는 기능, 구조, 요구사항을 도출하여 제품화 방향으로 정리합니다.
• 한국야스카와, 한화오션 등 전략 파트너 프로젝트의 일정, 마일스톤, 산출물, 리스크를 관리합니다.
• 개발팀, AI 비전팀, 로봇/자동화 파트너, 고객사 간 커뮤니케이션을 조율합니다.
• 고객 미팅, 내부 논의, 기술 검토 내용을 요구사항 문서, 회의록, 의사결정 문서로 구조화합니다.
• 대표 의사결정이 필요한 안건에 대해 쟁점, 선택지, 리스크, 권고안을 정리하여 제안합니다.
•제품별 Owner 및 담당자 간 역할과 책임을 정리하고, 실행 과정에서 발생하는 병목을 조율합니다.
•제품 전략, 고객 프로젝트, 개발 실행 사이의 우선순위를 정리하여 조직이 같은 방향으로 움직일 수 있도록 돕습니다. • 관련 경력 10년 이상 또는 이에 준하는 산업용 B2B 솔루션 프로젝트 리딩 경험이 있으신 분
• 산업용 B2B 솔루션, 머신비전, 로봇 자동화, 스마트팩토리, 제조 DX 영역에서 고객 맞춤형 PoC 또는 SI 프로젝트를 수행해보신 분
• 고객 맞춤형 프로젝트를 반복 가능한 제품 또는 솔루션 구조로 전환해보신 분
• 개발자, 고객, 경영진, 외부 파트너 사이에서 요구사항과 이슈를 조율해보신 분
• PoC, 파일럿, 상용화 프로젝트의 차이를 이해하고, 각 단계별 목표와 검증 기준을 관리해보신 분
• 제품 로드맵, 요구사항 문서, 회의록, 의사결정 문서를 직접 작성해보신 분
• 복잡한 이슈를 구조화하고, 실행 우선순위를 정리할 수 있으신 분
• 기술을 직접 개발하지 않더라도 기술 리스크, 제품 리스크, 고객 리스크를 구분하여 판단할 수 있으신 분 • 머신비전, AI 비전, 산업용 검사장비, 로봇 자동화 프로젝트 경험이 있으신 분
• 제조업 품질검사, 스마트팩토리, MES 또는 설비 연동 프로젝트 경험이 있으신 분
• 로봇, 카메라, 센서, Edge PC, 산업용 소프트웨어가 결합된 제품 또는 솔루션 경험이 있으신 분
• 글로벌 고객 또는 해외 파트너와 협업한 경험이 있으신 분
• 대기업 제조 고객 대상 PoC 또는 파일럿 프로젝트 경험이 있으신 분
• 용접, 금속가공, 제조 품질, 자동화 설비에 대한 이해가 있으신 분
• 스타트업 또는 신규사업 환경에서 제품을 01 단계로 실행해본 경험이 있으신 분"
원티드,데이터분석가,[미리디] 데이터 분석팀 리드,미리디,,서울 구로구,"SQL, Tableau, A/B, 통계, 퍼널, 코호트, Python, Databricks",10,정규직,,2026-07-10,https://www.wanted.co.kr/wd/360588,2026-06-12 09:30,"• 데이터 분석팀 리딩: 10명 이상의 팀을 리딩하며, 채용·성장 지원·성과 관리를 통해 팀의 역량을 강화합니다. 
• 전사 데이터 전략 및 인사이트 제공: 미리디의 비전과 목표에 맞는 데이터 전략을 수립·실행하고, 고객 행동 분석과 고급 통계·최신 기술을 활용해 전사 비즈니스 문제 해결과 미래 방향성을 주도합니다.
• 비즈니스 문제 해결과 실험 주도: 목표 조직의 액션과 계획을 밀착 팔로업하며 데이터 기반 의사결정을 지원합니다. 서비스 전반의 핵심 문제를 정의하고 지표 설계·A/B 테스트 등 실험을 통해 전략적 인사이트를 도출합니다. 
• 데이터 인프라·거버넌스 총괄: 데이터 접근성·메타데이터를 강화하며, 대규모 데이터 처리 환경의 효율화와 기술 혁신을 주도합니다. 누구나 신뢰할 수 있는 안정적인 데이터 환경을 만들어갑니다. • 데이터 분석 및 모델링 분야에서 10년 이상의 경력
• 데이터 분석팀 리드 또는 이와 유사한 역할 경험(최소 3년 이상)이 있으신 분
• SQL, Python, R 등을 활용한 데이터 분석 및 고급 통계 모델링 역량이 뛰어나신 분
• 데이터 웨어하우스(Databricks, Athena 등) 및 BI 툴(Tableau 등)의 기술 스택을 깊이 이해하고, 팀의 비즈니스 목표에 맞춰 새로운 기술 및 솔루션을 검토하고 도입할 수 있는 역량을 보유하신 분
• A/B 테스트, 코호트 분석, 퍼널 분석 등 다양한 분석 방법론을 활용하여 복잡한 비즈니스 문제를 정의하고 해결한 경험이 있으신 분
• 뛰어난 커뮤니케이션 및 리더십을 바탕으로 비즈니스 의사결정을 이끌어낼 수 있는 분 • 컴퓨터 공학, 통계학 등 관련 분야 석사 이상 학위를 소지하거나, 이에 준하는 깊이 있는 지식을 보유하신 분
• 온라인 서비스, SaaS 또는 플랫폼 비즈니스 데이터 분석 경험을 보유하신 분
• 빠르게 성장하는 비즈니스 환경에서 데이터 전략을 수립하고 실행한 경험이 있는 분
• 팀원 성장을 이끄는 데 기여하고, 데이터 조직의 규모 확장에 적극적으로 참여해 본 경험이 있는 분


|  미리디 DA팀 활용 기술 스택
• SQL, Python
• Databricks, Athena
• Google Analytics, Google Tag Manager, Amplitude, Braze, Airbridge
• Tableau"
원티드,데이터분석가,PPD - Business Analyzing Team - Business Operation & Analyzing Specialist,로레알(L'Oreal),,서울 강남구,,2,정규직,,상시채용,https://www.wanted.co.kr/wd/360525,2026-06-12 09:30,"• Track, monitor, and report sales performance; periodic updates of key performance indicators and sales performance reporting
• Analyze overall market / category / brand performance to provide insights and recommendations for Brand General Managers and Division GM
• Support decision-making process by providing data-driven implication; partner with commercial teams to come up with action plans to deliver target
• Work with Brand GMs and Sales Directors in building competitive GTM strategy; track and communicate related KPIs with the commercial teams
• Support the field activities for Business partner to improve efficiency and productivity
• Bring business insights through key commercial tools (SMARTer, SFA, Bright, etc.)
• Collaborate with cross-functional teams to implement key commercial initiatives
• Work closely with cross-functional teams, including digital transformation, marketing, sales, customer care, and IT, to achieve the target
• Lead / Support project to roll out the data solutions
• Lead and support key commercial initiatives as a strong data partner to the commercial team; provide key insights by analyzing gaps and opportunities
• Collaborate with IT and cross-functional teams to ensure successful implementation
• Work hand-in-hand with sales director and business partners to control & monitor the whole PPD commercial cycle
• Track the budget & expenses to ensure its compliance and productivity • University graduate
• Min. 2-3 years of experience in sales, marketing, administration or data analysis
• Proficient in MS Excel, SAP, and any other analytic/visualization tool
• Excellent communication and interpersonal skills
• Commercial sensitivity (good sense of numbers, integrity, commercial relationship savviness)"
원티드,데이터분석가,내부감사 및 컴플라이언스 담당,파마리서치,,경기 성남시,,10,정규직,,상시채용,https://www.wanted.co.kr/wd/360322,2026-06-12 09:30,"• 연간 내부감사 ​계획 ​수립 ​및 실행 ​(Operational, Compliance)
• 국내외 사업장/부서/계열사에 대한 ​정기/수시 ​감사 수행
• 헬스케어 ​및 관련 법규(의료기기법, ​약사법, 공정경쟁규약 ​등) ​준수 여부 ​점검
• 감사 ​결과 ​보고서 작성 및 ​경영진/감사위원회 ​보고
• 감사 결과에 따른 ​개선 ​권고 ​및 이행 Follow-up
• 외부 ​감사 및 ​규제기관 ​대응, 컴플라이언스 ​부서와 협업
• 내부통제 ​체계 ​개선 및 Risk ​Management 지원(국내외 ​계약서 검토 및 법규관련 자문) • 경력 10~14년 
• 학력: 학사 이상
• 내부감사 또는 리스크 관리 경력 10년 이상 14년 이하
• 헬스케어/제약/의료기기/바이오 업계 내부감사 실무 경험 • 글로벌 헬스케어 기업, CRO, 제약사, 의료기기 제조사 등 유관 산업 근무 경험
• 다국적 감사 시스템 경험 (J-SOX, FCPA, EMA/GMP 등 글로벌 기준 이해)
• ERP 및 데이터 분석 툴 사용 경험 (SAP, ACL, Power BI 등)"
원티드,데이터분석가,AI 데이터 매니저(RADAR),씨드로닉스,,서울 강남구,,1,정규직,,상시채용,https://www.wanted.co.kr/wd/360320,2026-06-12 09:30,"· adobe photoshop을 이용한 세그멘테이션 가공 검수 및 작업관리
   : 다양한 라벨링 툴을 이용한 바운딩 박스 가공 검수 및 작업관리
   : 인공지능용 학습데이터 관리 · 컴퓨터 활용 능력, AI활용 및 다양한 라벨링 툴 경험자
· 관련 직무 최소 1년이상 경력 필수
· 인공지능용 학습데이터의 흐름에 대한 이해를 바탕으로 작업 및 관리할 수 있는 분 주도적으로 탐구하여 업무를 진행할 수 있는 분
레이다 데이터의 특성을 깊이있게 이해하고 데이터 정합성을 스스로 검증할 수 있는 분석력"
원티드,데이터분석가,AI 데이터 매니저(CAMERA),씨드로닉스,,서울 강남구,,3,정규직,,상시채용,https://www.wanted.co.kr/wd/360315,2026-06-12 09:30,"· adobe photoshop을 이용한 세그멘테이션 가공 검수 및 작업관리
   : 다양한 라벨링 툴을 이용한 바운딩 박스 가공 검수 및 작업관리
   : 인공지능용 학습데이터 관리 · adobe photoshop 중급이상 사용 가능자
· 관련 직무 최소 3년이상 경력 필수
· 인공지능용 학습데이터의 흐름에 대한 이해를 바탕으로 작업 및 관리할 수 있는 분 전체 데이터 흐름을 고려해 가이드의 일관성을 유지하는 기준 설계 능력
Python 및 AI 기반 툴을 활용하여 데이터 가공 및 검수 효율을 개선하는 역량
데이터 품질과 일정을 효율적으로 관리하는 운영 역량"
원티드,데이터분석가,"Partnerships Manager, Ad Tech & Data (South Korea)",넷플릭스(Netflix),,서울 종로구,,8,정규직,,상시채용,https://www.wanted.co.kr/wd/360259,2026-06-12 09:30,"• Identify, negotiate, and manage partnership opportunities with key ad tech players across South Korea, including DSPs (The Trade Desk, Google DV360, Yahoo DSP, Amazon, Xandr), measurement providers (Nielsen, Kantar etc) and regional data & clean room partners (LiveRamp, Snowflake, Infosum etc)
• Serve as the country level point of contact for data, DSP, and measurement partners, balancing global consistency with local market customization
• Support Netflix's programmatic and data activation roadmap by ensuring partner integrations align with both regional and global business objectives
• Own the financial health and economics of partnership investments—develop ROI models, track spend and return, and ensure all deals are structured for sustainable value creation
• Manage the full partnership lifecycle, from initial evaluation and due diligence through contract negotiation, onboarding, and ongoing performance optimization
• Develop and maintain strong relationships with partners, ensuring alignment with Netflix's business objectives and maximizing joint value
• Define and implement a co-sell strategy and initiatives spanning industry verticals, agency holding companies, or operating companies, and individual client businesses
• Collaborate with internal stakeholders across Sales, Marketing, Product, Legal, Measurement, and Business Operations to deliver seamless partnership integrations and activations
• Partner with global Sales Solutions and Product teams to provide local feedback that informs product roadmaps and partner prioritization
• Drive education and enablement across South Korea sales teams to ensure adoption and understanding of new partner capabilities and insights
• Stay ahead of emerging technologies, privacy regulations, and market trends shaping digital advertising across South Korea
• Build business cases for new partnerships in developing markets where local DSPs and data providers are rapidly evolving
• Provide actionable insights and recommendations to leadership on partnership performance and strategic expansion opportunities
• Oversee partnership onboarding, contracts, and performance reporting/QBR's in collaboration with global Business Operations and other cross-functional teams
• Represent South Korea in global partnership forums, ensuring the region's needs are embedded in Netflix's Ads 2.0 ecosystem • 8+ years of experience in digital media, ad tech, or data strategy, ideally within the South Korea region
• Deep understanding of programmatic advertising ecosystems, including DSPs, SSPs, and data management platforms
• Ability to bridge technical and commercial discussions, translating complex solutions into clear business outcomes
• Strong communication, presentation, and relationship management skills, able to influence C-level stakeholders and global partners
• Understanding of privacy-first advertising and local data protection frameworks across South Korea
• Proven ability to work across multiple countries, time zones, and cultures in a fast-paced, matrixed organization"
원티드,데이터분석가,데이터 분석 및 통계 모델링 담당자,에이아이에이생명(AIA생명),,서울 중구,,4,정규직,,상시채용,https://www.wanted.co.kr/wd/359986,2026-06-12 09:30,"1. 데이터 분석 기반 프로세스 개선 및 혁신
• 비즈니스, 데이터, IT 전반에 대한 이해를 바탕으로 데이터 분석을 수행하고,  분석 결과를 실제 비즈니스 성과로 연결할 수 있는 프로세스 개선 과제 도출
• 통계 모델 기반의 검증 가능성 및 실행 가능성을 고려한 분석·모델 설계
• 통계 모델의 실제 운영 효과를 검증하고, 성공·실패 요인 분석을 통한 지속적인 개선 수행
• 대내외 데이터 분석가 및 현업 부서와의 협업 주도

2. 신기술 활용을 통한 비즈니스 성과 향상
• 기존 비즈니스 문제 해결을 위한 신기술(AI/Analytics 등) 도입 가능성 검토
• 신기술 도입에 따른 비즈니스 성과 창출 전략 수립
• 신기술 도입 시 발생 가능한 기술·비즈니스 리스크 식별 및 대응 방안 수립
• 관련 프로젝트 수행 시 현업 부서 및 IT 부서와의 협업 주도

3. 데이터 분석을 통한 인사이트 도출 및 통계 모델 개발
• 비즈니스 의사결정을 지원하기 위한 데이터 분석 및 인사이트 도출
• AI/ML 모델의 효과적인 운영을 위한 데이터 관리
• 운영 중인 분석·통계 모델에 대한 성능 모니터링 및 개선 활동 수행

4. 비즈니스 성과 향상 프로젝트 주도 및 참여
• 비즈니스 성과 향상을 목적으로 하는 데이터·분석 프로젝트를 주도하거나 참여
• 팀의 역할과 책임에 부합하는 업무 수행 및 유관 부서와의 협업
• 팀 KPI 달성을 위한 주요 프로젝트 및 과제 수행 지원

5. 기술 동향 분석 및 내부 공유
• 데이터, 분석, AI/ML 관련 최신 기술 및 시장 동향 분석
• 선진 사례 및 외부 적용 사례 학습을 통한 내부 공유 • 보험 분야 데이터 분석 또는 비즈니스 향상 기획 업무 경력 5년 이상
• 보험 또는 금융 분야 PI, ISP 및 프로젝트 업무 경력 5년 이상
• 보험 운영 및 판매 위한 프로세스 개선 및 효과 분석 업무 경력 5년 이상
• 프로젝트 주도 및 참여 경력 우대
• 비즈니스 영어 활용 가능자"
원티드,데이터분석가,데이터 분석가,기어세컨드,,서울 성동구,"SQL, Tableau, Looker Studio, Looker, A/B, Python",0,정규직,,상시채용,https://www.wanted.co.kr/wd/359929,2026-06-12 09:30,"• 데이터 기반의 의사결정에 필요한 직관적인 대시보드와 리포트를 만듭니다.
• 유저 액션을 기반으로 로그를 설계하고 로직을 구상하여 데이터 파이프라인을 구축합니다.
• 게임의 라이프 타임 전반에 걸친 주요 데이터를 파악/수집/분석하고, 실제 상황과 비교하여 프로덕트를 고도화할 수 있는 인사이트를 도출합니다.
• 목표 달성에 필요한 지표와 가설을 설정하고, 이를 검증할 수 있는 A/B 테스트를 진행합니다.
• 마케팅, 기획, 사업 등 다양한 분야와의 협업을 통해 KPI를 향한 문제 지점들을 정의하고, 솔루션을 제공합니다.
• 마케팅, 기획, 사업 등 다양한 분야와의 협업을 통해 KPI를 향한 문제 지점들을 정의하고, 솔루션을 제공합니다.
• 끊임없는 이터레이션, 더 정확하고 민첩한 시도를 통해 게임의 여정을 고도화하여 유저들에게 최고의 경험을 선사합니다. • SQL을 사용해 직접 데이터를 추출하고 정제해보신 분
• Python, SQL, BI Tool(Superset, Data Studio(Looker Studio), Tableau 등) 활용 역량을 가지신 분
• 논리적인 사고를 바탕으로 문제를 정의하고 가설을 세워 A/B 테스트를 설계하고 진행해 보신 분
• 데이터에 숨어있는 패턴을 발견하고, 패턴을 모델링할 수 있는 역량이 있으신 분
• 게임 내 여러 상황이 연결되어 있는 현상을 Deep Dive하여, 현상에 대한 이해와 액션 아이템까지 도출해내는 과정을 즐기시는 분 • 빠른 사고와 전략적인 의사 결정, 빠른 실행의 업무 방식을 선호하며 이에 능숙하신 분
• 문제에 대한 파악, 문제 해결을 즐기며, 빠른 성장 속도를 즐길 수 있는 분
• 모바일 게임 데이터를 다루고 분석한 경험이 있으신 분
• 데이터 기반 조직을 만들기 위해 인프라와 환경을 개선하는데 관심 있으신 분
• AWS, GCP, Snowflake 등 클라우드 환경에 대한 경험이 있으신 분

* 데이터 분석으로 서비스 이용 유저에 대해 깊이 이해하고 이를 통해 임팩트 있는 액션을 제시하신 경험이 있다면 포트폴리오에 첨부해 주세요!


[함께 사용하는 기술 스택]
• 데이터 분석 : Python, R
• BI Tool - Tableau, Looker Studio, Metabase
• DB - DynamoDB, RDS
• 데이터 쿼리 - MySQL, Athena"
원티드,데이터분석가,거래소 서비스 기획 담당자,빗썸,,서울 강남구,,8,정규직,,상시채용,https://www.wanted.co.kr/wd/358895,2026-06-12 09:30,"• 가상자산 거래소 서비스 전반 기획
• 서비스 정책 수립 및 사용자 경험 개선
• 데이터 기반 서비스 개선 및 고도화 • 앱/웹 서비스 기획 경력 8년 이상 또는 이에 준하는 경험을 보유하신 분
• 서비스 기획부터 출시, 운영까지 전 과정에 참여해보신 분
• 가상자산, 금융, 투자 서비스에 대한 관심과 기본적인 이해를 갖추신 분
• 데이터 기반으로 문제를 정의하고 개선 방향을 도출해보신 분
• 기획 의도를 명확하게 문서화하고, 원활한 커뮤니케이션이 가능하신 분
• 다양한 직군과 협업하며 프로젝트를 추진해본 경험이 있으신 분 • 가상자산 거래소, 증권사 등 금융/투자 서비스 경험이 있으신 분
• 주문/체결, 차트 등 트레이딩 기능 기획 경험이 있으신 분
• 회원 체계 수립 및 본인 인증 서비스 기획 경험이 있으신 분 
• 실제 가상자산 또는 주식 거래 경험이나 관심이 있으신 분
• 데이터 분석 및 트래킹 경험이 있으신 분
• AI 기반 기획 자동화 또는 생산성 도구 활용 경험이 있으신 분
• 고객 관점에서 문제를 정의하고 해결해본 경험이 있으신 분
• 주도적으로 일하고 협업을 즐기는 분

[이런 분을 찾고 있어요]
• 빠르게 배우고, 스스로 방향을 만들어가는 분
• 서비스의 성장과 사용자 경험 개선에 관심이 많은 분
• “왜?”를 고민하고 더 나은 방법을 찾는 걸 즐기는 분"
